"rgn_id","stock","year","score"
3,"cod_2224",1994,3.926923077
4,"cod_2224",1994,3.926923077
5,"cod_2224",1994,3.926923077
6,"cod_2224",1994,3.926923077
7,"cod_2224",1994,3.926923077
8,"cod_2224",1994,3.926923077
9,"cod_2224",1994,3.926923077
10,"cod_2224",1994,3.926923077
11,"cod_2224",1994,3.926923077
12,"cod_2224",1994,3.926923077
13,"cod_2224",1994,3.926923077
16,"cod_2224",1994,3.926923077
3,"cod_2224",1995,4.4
4,"cod_2224",1995,4.4
5,"cod_2224",1995,4.4
6,"cod_2224",1995,4.4
7,"cod_2224",1995,4.4
8,"cod_2224",1995,4.4
9,"cod_2224",1995,4.4
10,"cod_2224",1995,4.4
11,"cod_2224",1995,4.4
12,"cod_2224",1995,4.4
13,"cod_2224",1995,4.4
16,"cod_2224",1995,4.4
3,"cod_2224",1996,4.265384615
4,"cod_2224",1996,4.265384615
5,"cod_2224",1996,4.265384615
6,"cod_2224",1996,4.265384615
7,"cod_2224",1996,4.265384615
8,"cod_2224",1996,4.265384615
9,"cod_2224",1996,4.265384615
10,"cod_2224",1996,4.265384615
11,"cod_2224",1996,4.265384615
12,"cod_2224",1996,4.265384615
13,"cod_2224",1996,4.265384615
16,"cod_2224",1996,4.265384615
3,"cod_2224",1997,4.296153846
4,"cod_2224",1997,4.296153846
5,"cod_2224",1997,4.296153846
6,"cod_2224",1997,4.296153846
7,"cod_2224",1997,4.296153846
8,"cod_2224",1997,4.296153846
9,"cod_2224",1997,4.296153846
10,"cod_2224",1997,4.296153846
11,"cod_2224",1997,4.296153846
12,"cod_2224",1997,4.296153846
13,"cod_2224",1997,4.296153846
16,"cod_2224",1997,4.296153846
3,"cod_2224",1998,4.35
4,"cod_2224",1998,4.35
5,"cod_2224",1998,4.35
6,"cod_2224",1998,4.35
7,"cod_2224",1998,4.35
8,"cod_2224",1998,4.35
9,"cod_2224",1998,4.35
10,"cod_2224",1998,4.35
11,"cod_2224",1998,4.35
12,"cod_2224",1998,4.35
13,"cod_2224",1998,4.35
16,"cod_2224",1998,4.35
3,"cod_2224",1999,4.803846154
4,"cod_2224",1999,4.803846154
5,"cod_2224",1999,4.803846154
6,"cod_2224",1999,4.803846154
7,"cod_2224",1999,4.803846154
8,"cod_2224",1999,4.803846154
9,"cod_2224",1999,4.803846154
10,"cod_2224",1999,4.803846154
11,"cod_2224",1999,4.803846154
12,"cod_2224",1999,4.803846154
